Number of Variables,Time,Date,Trasition Name,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,¿ÀÈÄ 10:43:50,19/10/2018,"[['l', ['f:3.659400 r:0.703900']], ['l', ['f:8.960500 r:5.606300']]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable,hmi_RCSLT459_VALUE,hmi_RCSLT461_VALUE,hmi_CVCLT149_VALUE,hmi_CVCFT121_VALUE,hmi_CVCPT120_VALUE,hmi_CVCFT142A_VALUE,hmi_CVCFT143A_VALUE,hmi_CVCFT144A_VALUE,hmi_CVCFT145A_VALUE,hmi_CVCFT158_VALUE,hmi_CVCFT159_VALUE,hmi_CVCFT160_VALUE,hmi_CVCFT161B_VALUE,hmi_CVCFT215A_VALUE,hmi_CVCFT215B_VALUE,hmi_CVCTT127A_VALUE,hmi_CVCFT132A_VALUE,hmi_CVCPT115_VALUE,hmi_CSSLT09_VALUE,hmi_CSSLT10_VALUE,hmi_CHSRT311_VALUE,hmi_CHSRT312_VALUE,hmi_CHSRT313_VALUE,hmi_CHSRT321_VALUE,hmi_CHSRT322_VALUE,hmi_CHSRT323_VALUE,hmi_CPSRT221_VALUE,hmi_CPSRT222_VALUE,hmi_CPSRT223_VALUE,hmi_CPSRT331_VALUE,hmi_CPSRT332_VALUE,hmi_CPSRT333_VALUE,hmi_CVCTT130A_VALUE,hmi_CVCIT1_VALUE,hmi_CVCIT7_VALUE,hmi_CVCIT17_VALUE,hmi_RCSTT400A_VALUE,hmi_RCSTT403A_VALUE,hmi_RCSTT413A_VALUE,hmi_RCSTT413B_VALUE,hmi_RCSTT420A_VALUE,hmi_RCSTT423_VALUE,hmi_RCSTT423B_VALUE,hmi_RCSTT423C_VALUE,hmi_RCSTT433B_VALUE,hmi_RCSTT443B_VALUE,hmi_RCSTT443C_VALUE,hmi_RCSTT450B_VALUE,hmi_RCSTT451A_VALUE,hmi_RCSTT452A_VALUE,hmi_RCSTT453A_VALUE,hmi_RCSTT454_VALUE,hmi_RCSTT463A_VALUE,hmi_RCSLT501_VALUE,hmi_RCSLT502_VALUE,hmi_RCSLT517A_VALUE,hmi_RCSLT527A_VALUE,hmi_MRSPT514_VALUE,hmi_MRSPT524_VALUE,hmi_MRSPT534_VALUE,hmi_MRSPT544_VALUE,hmi_RCSPT455A_VALUE
2:38,0.876324242,0.451215926,0.362386829,0.460530822,0.990927173,0.730320985,0.314359303,0.627841133,0.354104964,0.673958654,0.487037654,0.046623012,0.149305871,0.548717995,0.227487792,0.248163371,0.978747026,0.097012148,0.662375724,0.457211974,0.659019311,0.567143686,0.115611855,0.578740778,0.348391992,0.335629899,0.685720043,0.377670759,0.547524215,0.097732445,0.659548167,0.057303166,0.135765805,0.983273305,0.465316752,0.261930609,0.041935646,0.837849243,0.91775301,0.957633799,0.012700492,0.123515574,0.520373592,0.661314721,0.895982964,0.677170107,0.316711496,0.428907981,0.750242814,0.326360841,0.599406804,0.596738999,0.651892328,0.553437783,0.459516687,0.713209039,0.214636028,0.566494958,0.515942794,0.204091251,0.718426557,0.463947366
2:39,0.696344106,0.717565936,0.670271583,0.521061642,0.489084819,0.345630506,0.446817441,0.251437348,0.823516097,0.943307389,0.222853254,0.325445829,0.713344,0.396244109,0.144845831,0.585257475,0.846952878,0.80645387,0.258805962,0.925682722,0.158787832,0.401773549,0.334120619,0.096815275,0.51419895,0.49432027,0.547751048,0.981174939,0.060819586,0.183451688,0.34664642,0.004150994,0.576465783,0.683762766,0.290342775,0.085104602,0.276479465,0.127084603,0.109575454,0.206400897,0.713642968,0.937959822,0.68635818,0.487589374,0.245007361,0.411251189,0.825811986,0.483763648,0.31190959,0.181618223,0.367362028,0.727683654,0.063397424,0.446162094,0.607489774,0.132991307,0.197345547,0.027212655,0.468568705,0.65875963,0.403147456,0.764654802
2:40,0.47074934,0.454004385,0.646096462,0.987669366,0.330051026,0.151353063,0.736849518,0.750192421,0.905907824,0.775131542,0.068165839,0.577610246,0.369919303,0.417074206,0.28323385,0.923905463,0.945090757,0.42477334,0.677113407,0.31561446,0.894876517,0.254205329,0.061443782,0.754651907,0.375867388,0.519568787,0.29426988,0.153224383,0.037987466,0.191865853,0.135809102,0.944594162,0.887231229,0.291240556,0.023950325,0.310427218,0.223851328,0.349428674,0.109554624,0.820530866,0.060038181,0.765750834,0.442094465,0.750837539,0.699509017,0.428233352,0.483031422,0.94519735,0.843374374,0.194388059,0.799882801,0.217531865,0.762464484,0.260259913,0.587990832,0.11269507,0.183537848,0.811730063,0.564819925,0.877459913,0.384733212,0.868147686
2:41,0.279053107,0.932876297,0.603888549,0.671454753,0.176481344,0.983134994,0.510624842,0.163954521,0.071579149,0.410282784,0.25476365,0.708623995,0.06595509,0.03928525,0.250632866,0.729839544,0.135232367,0.814659581,0.53385055,0.710377188,0.54300314,0.082277895,0.301191958,0.916406873,0.603367799,0.204329821,0.584367831,0.109101396,0.396939799,0.008264628,0.474682976,0.243764304,0.096537593,0.323174425,0.159327322,0.486913834,0.452050213,0.141021765,0.76797384,0.403399774,0.42339289,0.549068701,0.492439264,0.047361069,0.621879149,0.786155694,0.425130193,0.095513886,0.900059553,0.187998222,0.741715767,0.548816198,0.391286858,0.468165488,0.783449441,0.686845721,0.614876672,0.223368105,0.65513521,0.893275475,0.920027288,0.972393343
2:42,0.854642933,0.760084915,0.541160331,0.774851821,0.872695273,0.767574858,0.60651678,0.643551972,0.713540936,0.939286948,0.283073953,0.943458801,0.193665244,0.300950322,0.261554897,0.731644326,0.76934978,0.86714143,0.817233961,0.606165251,0.177620988,0.738905125,0.198299127,0.914679138,0.374225898,0.27204461,0.143722436,0.202550366,0.703105588,0.33716564,0.878613183,0.611540663,0.174819652,0.51593213,0.90051399,0.880750763,0.23035396,0.946747339,0.69828336,0.612772324,0.328898761,0.423659135,0.914031669,0.20259475,0.74499784,0.083872129,0.335565785,0.407348113,0.444937601,0.250482902,0.6718855,0.462803551,0.853996857,0.565456539,0.902673759,0.864119595,0.795858842,0.98279425,0.615393149,0.623139517,0.902276885,0.308302654
2:43,0.619163036,0.701516975,0.642361253,0.655111171,0.851064271,0.754699102,0.509099237,0.41642275,0.743762726,0.872949362,0.20291543,0.799880572,0.001079089,0.259944899,0.390215281,0.670200861,0.948991938,0.101461371,0.446077672,0.181962966,0.119689871,0.948799888,0.867549125,0.746865312,0.575454889,0.88626665,0.8096631,0.907007274,0.318497128,0.89348548,0.397221422,0.693696562,0.083585027,0.782517694,0.839958088,0.693018088,0.516866796,0.772732011,0.509810917,0.843148662,0.453918041,0.922086371,0.088605691,0.593102183,0.556162608,0.586859796,0.952453692,0.677079864,0.517899007,0.841684285,0.312995266,0.607125899,0.14559842,0.652039753,0.328688417,0.220213966,0.273529108,0.998129869,0.46253162,0.213786037,0.027545751,0.621644256
2:44,0.186776631,0.916712776,0.291959599,0.156278228,0.397752539,0.134427853,0.58281312,0.330137505,0.848486939,0.544474575,0.3137942,0.136585274,0.621517017,0.637024082,0.202948444,0.528711114,0.32828608,0.678189019,0.029279459,0.915473709,0.478537112,0.77824766,0.550050967,0.299586266,0.108384815,0.351376289,0.210785545,0.576011291,0.494188982,0.278416298,0.328167682,0.866482906,0.317655961,0.869402631,0.859210808,0.756372097,0.366466334,0.382599581,0.719526199,0.226521175,0.769710557,0.320028648,0.467318063,0.15982173,0.626305417,0.03993738,0.352729779,0.887689151,0.770123699,0.06846223,0.393386543,0.545899068,0.153690351,0.585297719,0.808183752,0.637407732,0.569191092,0.757012472,0.465803285,0.318204541,0.384803817,0.533640834
2:45,0.09762679,0.07332538,0.299909813,0.478461428,0.519307438,0.811293817,0.976875236,0.344309557,0.989925798,0.961932148,0.93015214,0.553957072,0.896597598,0.461520723,0.134929492,0.540963471,0.216371927,0.183450806,0.103112698,0.24276419,0.053051994,0.45978351,0.864497387,0.778359257,0.129440682,0.367292898,0.855448547,0.962459673,0.489837422,0.434246755,0.384004919,0.775859621,0.444167947,0.61167473,0.768665008,0.649381536,0.957905003,0.659311648,0.438927401,0.249104176,0.107417719,0.828082261,0.574302467,0.076320138,0.656284314,0.189327376,0.024203487,0.927292059,0.696624112,0.546291143,0.260830469,0.454568065,0.157814469,0.268582217,0.993117531,0.732381578,0.893752539,0.100111535,0.264861003,0.361008066,0.845831447,0.096574748
2:46,0.526828101,0.622113912,0.257231426,0.02505302,0.428407631,0.69471313,0.650694146,0.186320905,0.452087769,0.872507902,0.76367398,0.054325061,0.758993445,0.497816201,0.998875252,0.128344415,0.514792578,0.087423565,0.841791384,0.719974404,0.458797009,0.739681997,0.870894842,0.5753955,0.34718908,0.423192987,0.082284867,0.2746289,0.155131739,0.473200669,0.689124458,0.314493018,0.623356842,0.343716673,0.806500736,0.117358888,0.418379962,0.717532679,0.521819433,0.502339398,0.334170615,0.534508512,0.207288187,0.378292229,0.83973653,0.205287983,0.500764681,0.701769866,0.863663766,0.664314782,0.253686427,0.197750074,0.20571567,0.148593235,0.408002325,0.927916245,0.755420557,0.725876315,0.837844759,0.752957317,0.263670883,0.171730258
2:47,0.142725349,0.188824452,0.884286232,0.065454526,0.938361974,0.03597698,0.537691076,0.359491829,0.460739579,0.641393754,0.752168739,0.757150314,0.610004525,0.152791959,0.92014258,0.662317819,0.452212025,0.146530489,0.305969739,0.356047677,0.440034863,0.838634738,0.49692073,0.928390564,0.011288392,0.909553316,0.740102524,0.288473674,0.48113646,0.998766417,0.401250161,0.961088848,0.757663325,0.901519046,0.972248535,0.707291433,0.527263019,0.683216172,0.158316695,0.723926851,0.625795727,0.729423626,0.237881255,0.39005667,0.633177447,0.018967574,0.427506408,0.090832106,0.512755396,0.188663741,0.581497393,0.314560601,0.183129585,0.746955128,0.448134139,0.399242851,0.382081146,0.645797802,0.603778797,0.535964036,0.19519201,0.197883996
2:48,0.781149397,0.359089938,0.470245181,0.002102124,0.489995582,0.359658798,0.544602665,0.574792864,0.068676504,0.146512803,0.95384078,0.330274976,0.421415835,0.269289429,0.987108328,0.431914566,0.791068276,0.464200954,0.826487346,0.051047367,0.609578624,0.575087289,0.104643784,0.456575616,0.507278941,0.819774111,0.214519099,0.12447995,0.60820061,0.034137337,0.864791187,0.60939947,0.521010416,0.6383801,0.522629244,0.02747762,0.050801335,0.473106572,0.108028545,0.315681367,0.365817036,0.145094875,0.777552608,0.386867485,0.510453726,0.091762981,0.582812305,0.761489965,0.675817604,0.612219812,0.76281196,0.686426384,0.144755053,0.153061063,0.481574713,0.392136752,0.688524591,0.078108737,0.728383332,0.372762056,0.85329877,0.903607818
2:49,0.225224751,0.055014521,0.077283503,0.618281337,0.675498436,0.567609776,0.731744858,0.504581635,0.413634564,0.054279724,0.949489912,0.732070806,0.962789681,0.576287426,0.797811034,0.160972619,0.292765515,0.534581453,0.564879638,0.020769492,0.413267237,0.607952188,0.124482095,0.55914831,0.218077036,0.183534105,0.756157589,0.078138374,0.463071352,0.814324843,0.672610615,0.465417868,0.640490859,0.390747569,0.470100315,0.591200718,0.850713465,0.177602642,0.436456425,0.011369382,0.947246348,0.251460428,0.783302966,0.583333982,0.950976645,0.019197311,0.298388708,0.970230512,0.236528584,0.423198794,0.794492836,0.665960086,0.550658995,0.344181934,0.778586549,0.675190393,0.584322122,0.13626968,0.422953803,0.415766963,0.589445981,0.280971696
2:50,0.120038645,0.666673427,0.020659417,0.388309566,0.499464761,0.085884929,0.335911408,0.166168833,0.877433424,0.688158128,0.584513939,0.983400497,0.609791684,0.289695008,0.287247804,0.406990755,0.295006632,0.615789571,0.880070104,0.886204433,0.80061111,0.377162984,0.285560443,0.345097449,0.331787761,0.610025663,0.196720515,0.195868922,0.78095314,0.079411612,0.141825855,0.500310255,0.756622968,0.04898017,0.51135849,0.574658101,0.617970322,0.270925869,0.371643765,0.729731031,0.86279017,0.26975061,0.469671881,0.91717753,0.990352521,0.041909264,0.78167398,0.48685122,0.482629001,0.945845167,0.205046287,0.122198123,0.800688722,0.426832137,0.917420119,0.452642418,0.975776537,0.724657194,0.562749986,0.653185664,0.557231816,0.222025767
2:51,0.795060248,0.486648376,0.391165164,0.212390456,0.798846598,0.373379288,0.835584448,0.295316938,0.080941811,0.29976449,0.355228492,0.452504923,0.707698214,0.946178596,0.572232255,0.779015419,0.248186115,0.027510921,0.472790761,0.581188811,0.579607097,0.092091526,0.161928903,0.108689616,0.998606341,0.45813659,0.386767715,0.525958158,0.742828558,0.819985511,0.280522994,0.293194362,0.054697343,0.078991686,0.927927671,0.58618583,0.359622769,0.908545984,0.269583944,0.420026097,0.621836498,0.855517206,0.211536947,0.012596205,0.556029876,0.447680115,0.426092578,0.088945331,0.659322469,0.050170376,0.104737381,0.349815801,0.661608261,0.036439347,0.836141474,0.511568856,0.400010154,0.116433217,0.327984449,0.825608538,0.61652371,0.212641651
2:52,0.291055288,0.098000629,0.106832087,0.875316161,0.985502912,0.728873441,0.146248408,0.555546872,0.192595523,0.596354843,0.032307156,0.432778139,0.232357362,0.384575532,0.882500466,0.64927625,0.473627563,0.496666914,0.844959409,0.963055456,0.798131077,0.954639833,0.494008513,0.362910262,0.51108006,0.597534567,0.662770778,0.176613146,0.852489114,0.967687387,0.092775779,0.287156544,0.818306607,0.291917255,0.921801961,0.022746326,0.387121641,0.924228206,0.025145468,0.173632985,0.186750287,0.560973489,0.156057645,0.329989705,0.106447721,0.4914815,0.485654474,0.905928441,0.805992907,0.819269935,0.418580382,0.466668976,0.22841826,0.196186665,0.135139772,0.333591956,0.810766269,0.730569642,0.310637868,0.951396788,0.036285343,0.181405006
2:53,0.504875741,0.112842532,0.987616457,0.744105273,0.646829147,0.343678286,0.35278108,0.743099846,0.407859033,0.941570218,0.64038143,0.176836767,0.80016001,0.1303791,0.490705131,0.448537356,0.26605211,0.69661512,0.704904776,0.255246101,0.596473256,0.957888654,0.207521194,0.526950178,0.239380346,0.379869263,0.942852047,0.967317958,0.65793155,0.52866415,0.030694325,0.876942972,0.489198999,0.354545437,0.259758196,0.843350096,0.332134995,0.336775847,0.382371932,0.380602587,0.371634472,0.61364442,0.380705293,0.123658686,0.307555796,0.435180424,0.248258628,0.123710142,0.741284944,0.466333404,0.452860195,0.882416482,0.759692953,0.87198801,0.929350591,0.288657972,0.362331352,0.180539534,0.068868835,0.733086662,0.228254751,0.270162815
2:54,0.801689187,0.322047224,0.97985215,0.6618065,0.117124366,0.200096984,0.324165822,0.476783179,0.537109598,0.07688594,0.744252451,0.709895502,0.771963056,0.061327893,0.851772708,0.842751334,0.117611064,0.008102409,0.211929417,0.241136341,0.390208041,0.866278458,0.27393362,0.902077027,0.721635401,0.193300617,0.360038209,0.521809037,0.927672579,0.822749574,0.191731701,0.327650485,0.765070199,0.395522561,0.690567927,0.624139594,0.526058693,0.464191865,0.98935012,0.599296521,0.941273355,0.122117444,0.409229387,0.294999326,0.786713008,0.054613127,0.501578374,0.659904912,0.286019997,0.538989446,0.324317562,0.190019282,0.223137828,0.022407058,0.753667994,0.799710049,0.118246285,0.379962123,0.867561634,0.282924237,0.884589326,0.528839326
2:55,0.542550565,0.592594514,0.613488706,0.030649913,0.282043237,0.582594268,0.611367434,0.365503477,0.999933448,0.975174044,0.501202753,0.623811618,0.167395939,0.411614366,0.966243812,0.105543191,0.924811239,0.686056542,0.643125127,0.617921415,0.755372349,0.981448373,0.031743884,0.747943484,0.974843385,0.931473215,0.050822243,0.136578411,0.080043281,0.164190458,0.938543169,0.587473463,0.653937096,0.342975557,0.026113592,0.781467189,0.845482419,0.857916382,0.092501119,0.51359185,0.074106513,0.327283564,0.52071813,0.070400489,0.123425628,0.83647361,0.229145529,0.083487889,0.089090473,0.246180041,0.646562677,0.94360935,0.5271674,0.96141425,0.997219012,0.288007224,0.852947091,0.08473905,0.427230616,0.024611232,0.548293296,0.015737998
2:56,0.99539099,0.316995355,0.623994822,0.410980188,0.675102024,0.50061835,0.498928813,0.929713099,0.950244096,0.125562776,0.762570168,0.063774059,0.984151925,0.616258174,0.111632383,0.770082584,0.959159212,0.163044501,0.877450791,0.175234953,0.389925781,0.064352592,0.62585485,0.339671529,0.861086879,0.016847507,0.369971416,0.672479278,0.353522784,0.856478072,0.389345575,0.653548348,0.563642482,0.811964449,0.203461848,0.38423978,8.48559E-05,0.894436779,0.774635594,0.812957353,0.983098972,0.168362264,0.231539798,0.05282991,0.449729351,0.361045294,0.63366487,0.065809266,0.783107687,0.242138899,0.19870961,0.70890481,0.036327953,0.997975215,0.377520699,0.211895718,0.35613824,0.314517098,0.272966878,0.174906883,0.485133993,0.503918067
2:57,0.520281671,0.612789885,0.186343821,0.307665376,0.709777877,0.92359564,0.429704579,0.080100431,0.519819179,0.12538288,0.159344261,0.761747215,0.123081564,0.222714273,0.036151064,0.222656967,0.996763042,0.561593826,0.14717217,0.5845298,0.088192031,0.854588554,0.943365653,0.327281817,0.112001541,0.594020517,0.92351048,0.634220455,0.999783244,0.599410101,0.811556887,0.158875916,0.105104887,0.283613859,0.341062753,0.651993281,0.62033594,0.935567133,0.632963564,0.777979666,0.357902301,0.974000313,0.611470501,0.901979771,0.062098803,0.056612331,0.415186577,0.578830916,0.375190609,0.102348759,0.100589937,0.504108989,0.869892292,0.085206674,0.049325584,0.772135954,0.95115703,0.755171133,0.778619827,0.263265696,0.918464357,0.140278641
2:58,0.503961405,0.781626104,0.065874598,0.388755731,0.087711833,0.833184522,0.888042343,0.60118551,0.23147586,0.525739346,0.458544416,0.427834785,0.219522966,0.060863332,0.112822715,0.484280925,0.94825044,0.943957304,0.379057518,0.12136975,0.595419018,0.618814057,0.00475675,0.845148627,0.086721597,0.820960816,0.302977698,0.702560185,0.050938354,0.884076434,0.695245617,0.948380054,0.142682815,0.074322903,0.826416159,0.474367761,0.230491568,0.572480891,0.282031217,0.102176817,0.938030664,0.310198007,0.041052422,0.53367266,0.871502822,0.623684239,0.301906916,0.467129713,0.59633459,0.821319331,0.547602275,0.830305844,0.23616815,0.80582207,0.934303276,0.174102142,0.795749084,0.338821993,0.335683916,0.071710064,0.167740988,0.531302901
2:59,0.621531596,0.645290244,0.608659258,0.67014024,0.111428174,0.305234349,0.690720777,0.289139495,0.771599191,0.768605449,0.129692936,0.446209018,0.860083737,0.156787066,0.078893973,0.049713302,0.123538294,0.122111695,0.430483476,0.072358884,0.667381733,0.612716016,0.967233048,0.453734924,0.243738171,0.106570588,0.128252848,0.09483025,0.127212214,0.156222637,0.408991013,0.542040847,0.763603623,0.336974884,0.20617664,0.904036466,0.146374109,0.05761378,0.132939017,0.842716992,0.629702504,0.977934847,0.504100732,0.657971118,0.681966845,0.45615398,0.980937328,0.071614859,0.507485485,0.062654051,0.692510444,0.676345353,0.003564753,0.628016083,0.966512589,0.523836026,0.264182155,0.796189688,0.750617291,0.728964914,0.863319679,0.426187688
